target_entity,neighbor_rank,neighbor_entity,cosine_similarity
http://example.org/qg#episode_exchanges_e1ed49,10,http://example.org/qg#location_russia_b2a8ec,0.2590074837207794
http://example.org/qg#episode_exchanges_e1ed49/sameAs/Q104650188,1,http://example.org/qg#location_moscow_467d57/sameAs/Q649,0.3537643253803253
http://example.org/qg#episode_exchanges_e1ed49/sameAs/Q104650188,2,http://example.org/qg#location_cincinnati_84bc17/sameAs/Q43196,0.3270178735256195
http://example.org/qg#episode_exchanges_e1ed49/sameAs/Q104650188,3,http://example.org/qg#episode_end_game_e70272/sameAs/Q104650295,0.3144381046295166
http://example.org/qg#episode_exchanges_e1ed49/sameAs/Q104650188,4,nb585065977a6497588112237ca29275ab12,0.29448622465133667
http://example.org/qg#episode_exchanges_e1ed49/sameAs/Q104650188,5,http://example.org/qg#location_sweden_6c5481/sameAs/Q34,0.2854093909263611
http://example.org/qg#episode_exchanges_e1ed49/sameAs/Q104650188,6,http://example.org/qg#episode_exchanges_e1ed49,0.2828773260116577
http://example.org/qg#episode_exchanges_e1ed49/sameAs/Q104650188,7,http://example.org/qg#location_yugoslavia_aaf583/sameAs/Q36704,0.2802092432975769
http://example.org/qg#episode_exchanges_e1ed49/sameAs/Q104650188,8,http://example.org/qg#real_person_anya_taylor_joy_160ff4/sameAs/Q20882479,0.2621214985847473
http://example.org/qg#episode_exchanges_e1ed49/sameAs/Q104650188,9,http://example.org/qg#organization_time_magazine_64acec/sameAs/Q124535786,0.2587496042251587
http://example.org/qg#episode_exchanges_e1ed49/sameAs/Q104650188,10,http://example.org/qg#organization_marie_claire_08b737/sameAs/Q778079,0.2584179639816284
http://example.org/qg#episode_openings_ed66d5,1,http://example.org/qg#Episode,0.3112969398498535
http://example.org/qg#episode_openings_ed66d5,2,http://www.wikidata.org/entity/Q1963397,0.26258429884910583
http://example.org/qg#episode_openings_ed66d5,3,http://www.wikidata.org/entity/Q2254571,0.25138968229293823
http://example.org/qg#episode_openings_ed66d5,4,http://www.wikidata.org/entity/Q29584599,0.24869146943092346
http://example.org/qg#episode_openings_ed66d5,5,http://example.org/qg#episode_adjournment_2bb5f9,0.2428397238254547
http://example.org/qg#episode_openings_ed66d5,6,http://example.org/qg#episode_openings_ed66d5/sameAs/Q104650181,0.23769746720790863
http://example.org/qg#episode_openings_ed66d5,7,http://www.wikidata.org/entity/Q186545,0.2373516857624054
http://example.org/qg#episode_openings_ed66d5,8,http://www.wikidata.org/entity/Q961247,0.2339618057012558
http://example.org/qg#episode_openings_ed66d5,9,http://example.org/qg#organization_time_magazine_64acec,0.2339063286781311
http://example.org/qg#episode_openings_ed66d5,10,http://www.wikidata.org/entity/Q104650181,0.23151014745235443
http://example.org/qg#episode_openings_ed66d5/sameAs/Q104650181,1,http://www.wikidata.org/entity/Q12201434,0.26998019218444824
http://example.org/qg#episode_openings_ed66d5/sameAs/Q104650181,2,http://www.wikidata.org/entity/Q18125620,0.2692866027355194
http://example.org/qg#episode_openings_ed66d5/sameAs/Q104650181,3,http://www.wikidata.org/entity/Q104650181,0.2629491686820984
http://example.org/qg#episode_openings_ed66d5/sameAs/Q104650181,4,http://www.wikidata.org/entity/Q125208437,0.257832407951355
http://example.org/qg#episode_openings_ed66d5/sameAs/Q104650181,5,http://www.wikidata.org/entity/Q13406463,0.24409928917884827
http://example.org/qg#episode_openings_ed66d5/sameAs/Q104650181,6,http://example.org/qg#episode_openings_ed66d5,0.23769746720790863
http://example.org/qg#episode_openings_ed66d5/sameAs/Q104650181,7,http://www.wikidata.org/entity/Q4335918,0.2369106560945511
http://example.org/qg#episode_openings_ed66d5/sameAs/Q104650181,8,http://www.wikidata.org/entity/Q6106068,0.23482048511505127
http://example.org/qg#episode_openings_ed66d5/sameAs/Q104650181,9,http://example.org/qg#organization_netflix_380329/sameAs/Q907311,0.23433585464954376
http://example.org/qg#episode_openings_ed66d5/sameAs/Q104650181,10,http://www.wikidata.org/entity/Q55309,0.2192072719335556
http://example.org/qg#event_exchanges_3020b9,1,http://example.org/qg#organization_new_york_times_63ecee,0.3040843605995178
http://example.org/qg#event_exchanges_3020b9,2,http://example.org/qg#event_the_las_vegas_u_s_open_chess_championship_111fea,0.28576698899269104
http://example.org/qg#event_exchanges_3020b9,3,http://www.wikidata.org/entity/Q104650188,0.2835543155670166
http://example.org/qg#event_exchanges_3020b9,4,http://example.org/qg#event_exchanges_3020b9/sameAs/Q104650188,0.27874404191970825
http://example.org/qg#event_exchanges_3020b9,5,http://www.wikidata.org/entity/Q864113,0.25565919280052185
http://example.org/qg#event_exchanges_3020b9,6,http://example.org/qg#event_the_cincinnati_tournament_ceceb6,0.2547553777694702
http://example.org/qg#event_exchanges_3020b9,7,http://www.wikidata.org/entity/Q2520617,0.24445471167564392
http://example.org/qg#event_exchanges_3020b9,8,http://www.wikidata.org/entity/Q4895508,0.2442989945411682
http://example.org/qg#event_exchanges_3020b9,9,http://example.org/qg#event_the_women_world_chess_championship_115b36,0.2352917641401291
http://example.org/qg#event_exchanges_3020b9,10,http://www.wikidata.org/entity/Q15629146,0.23097100853919983
http://example.org/qg#event_exchanges_3020b9/sameAs/Q104650188,1,http://www.wikidata.org/entity/Q39594,0.2813722491264343
http://example.org/qg#event_exchanges_3020b9/sameAs/Q104650188,2,http://example.org/qg#event_exchanges_3020b9,0.27874404191970825
http://example.org/qg#event_exchanges_3020b9/sameAs/Q104650188,3,http://www.wikidata.org/entity/Q274744,0.27780550718307495
http://example.org/qg#event_exchanges_3020b9/sameAs/Q104650188,4,http://www.wikidata.org/entity/Q11292,0.2719281315803528
http://example.org/qg#event_exchanges_3020b9/sameAs/Q104650188,5,http://example.org/qg#character_cleo_25511b,0.2644767761230469
http://example.org/qg#event_exchanges_3020b9/sameAs/Q104650188,6,http://www.wikidata.org/entity/Q90057212,0.26094913482666016
http://example.org/qg#event_exchanges_3020b9/sameAs/Q104650188,7,http://www.wikidata.org/entity/Q104650188,0.25244930386543274
http://example.org/qg#event_exchanges_3020b9/sameAs/Q104650188,8,http://www.wikidata.org/entity/Q17013292,0.24886393547058105
http://example.org/qg#event_exchanges_3020b9/sameAs/Q104650188,9,http://example.org/qg#episode_exchanges_e1ed49/sameAs/Q104650188,0.2437656819820404
http://example.org/qg#event_exchanges_3020b9/sameAs/Q104650188,10,http://www.wikidata.org/entity/Q54837,0.24312284588813782
http://example.org/qg#event_moscow_invitational_acc0e2,1,nb585065977a6497588112237ca29275ab9,0.40285295248031616
http://example.org/qg#event_moscow_invitational_acc0e2,2,http://example.org/qg#event_paris_remy_vallon_invitational_9cabaa,0.326308012008667
http://example.org/qg#event_moscow_invitational_acc0e2,3,http://example.org/qg#event_u_s_open_chess_championship_865273,0.3127362132072449
http://example.org/qg#event_moscow_invitational_acc0e2,4,http://example.org/qg#event_kentucky_state_championship_21d262,0.27422308921813965
http://example.org/qg#event_moscow_invitational_acc0e2,5,nb585065977a6497588112237ca29275ab1,0.2559177875518799
http://example.org/qg#event_moscow_invitational_acc0e2,6,http://example.org/qg#event_moscow_invitational_chess_tournament_14e083,0.2527541518211365
http://example.org/qg#event_moscow_invitational_acc0e2,7,http://example.org/qg#character_ivanchuk_12e88e,0.2510284185409546
http://example.org/qg#event_moscow_invitational_acc0e2,8,http://example.org/qg#event_the_cincinnati_tournament_ceceb6,0.25082629919052124
http://example.org/qg#event_moscow_invitational_acc0e2,9,http://www.wikidata.org/entity/Q357201,0.24721992015838623
http://example.org/qg#event_moscow_invitational_acc0e2,10,http://www.wikidata.org/entity/Q10416611,0.24702085554599762
