target_entity,neighbor_rank,neighbor_entity,cosine_similarity
http://example.org/qg#episode_exchanges_e1ed49,1,http://www.wikidata.org/entity/Q5658305,0.1716521978378296
http://example.org/qg#episode_exchanges_e1ed49,2,http://www.wikidata.org/entity/Q743812,0.1715516746044159
http://example.org/qg#episode_exchanges_e1ed49,3,http://www.wikidata.org/entity/Q5596254,0.17154374718666077
http://example.org/qg#episode_exchanges_e1ed49,4,http://www.wikidata.org/entity/Q711054,0.17055381834506989
http://example.org/qg#episode_exchanges_e1ed49,5,http://www.wikidata.org/entity/Q6245,0.16805189847946167
http://example.org/qg#episode_exchanges_e1ed49,6,http://www.wikidata.org/entity/Q24191080,0.16639694571495056
http://example.org/qg#episode_exchanges_e1ed49,7,http://www.wikidata.org/entity/Q184754,0.15941846370697021
http://example.org/qg#episode_exchanges_e1ed49,8,http://example.org/qg#real_person_bruce_pandolfini_7b4511/sameAs/Q624987,0.1584458351135254
http://example.org/qg#episode_exchanges_e1ed49,9,http://www.wikidata.org/entity/Q10855271,0.15819835662841797
http://example.org/qg#episode_exchanges_e1ed49,10,http://example.org/qg#group_christian_df9176,0.15201112627983093
http://example.org/qg#episode_exchanges_e1ed49/sameAs/Q104650188,1,http://www.wikidata.org/entity/Q4582665,0.18691936135292053
http://example.org/qg#episode_exchanges_e1ed49/sameAs/Q104650188,2,http://www.wikidata.org/entity/Q1127387,0.16802754998207092
http://example.org/qg#episode_exchanges_e1ed49/sameAs/Q104650188,3,http://www.wikidata.org/entity/Q7732402,0.16539059579372406
http://example.org/qg#episode_exchanges_e1ed49/sameAs/Q104650188,4,http://www.wikidata.org/entity/Q12125162,0.1631697714328766
http://example.org/qg#episode_exchanges_e1ed49/sameAs/Q104650188,5,http://www.wikidata.org/entity/Q21032133,0.1618766188621521
http://example.org/qg#episode_exchanges_e1ed49/sameAs/Q104650188,6,http://www.wikidata.org/entity/Q40251,0.1578563153743744
http://example.org/qg#episode_exchanges_e1ed49/sameAs/Q104650188,7,http://www.wikidata.org/entity/Q378203,0.15482571721076965
http://example.org/qg#episode_exchanges_e1ed49/sameAs/Q104650188,8,http://www.wikidata.org/entity/Q13357858,0.1543237864971161
http://example.org/qg#episode_exchanges_e1ed49/sameAs/Q104650188,9,http://www.wikidata.org/entity/Q63567686,0.15110573172569275
http://example.org/qg#episode_exchanges_e1ed49/sameAs/Q104650188,10,http://www.wikidata.org/entity/Q222738,0.15053820610046387
http://example.org/qg#episode_openings_ed66d5,1,http://www.wikidata.org/entity/Q2190324,0.17989228665828705
http://example.org/qg#episode_openings_ed66d5,2,http://www.wikidata.org/entity/Q2843603,0.17524416744709015
http://example.org/qg#episode_openings_ed66d5,3,http://www.wikidata.org/entity/Q17007385,0.16975516080856323
http://example.org/qg#episode_openings_ed66d5,4,http://www.wikidata.org/entity/Q45319220,0.16971386969089508
http://example.org/qg#episode_openings_ed66d5,5,http://www.wikidata.org/entity/Q614101,0.1684735119342804
http://example.org/qg#episode_openings_ed66d5,6,http://www.wikidata.org/entity/Q860626,0.16702859103679657
http://example.org/qg#episode_openings_ed66d5,7,http://www.wikidata.org/entity/Q5402094,0.16639800369739532
http://example.org/qg#episode_openings_ed66d5,8,http://www.wikidata.org/entity/Q58253,0.1643839180469513
http://example.org/qg#episode_openings_ed66d5,9,http://www.wikidata.org/entity/Q16114,0.1631503701210022
http://example.org/qg#episode_openings_ed66d5,10,http://example.org/qg#character_bergland_563a2c,0.16248467564582825
http://example.org/qg#episode_openings_ed66d5/sameAs/Q104650181,1,http://example.org/qg#location_cincinnati_84bc17,0.18727044761180878
http://example.org/qg#episode_openings_ed66d5/sameAs/Q104650181,2,http://www.wikidata.org/entity/Q28976991,0.16135196387767792
http://example.org/qg#episode_openings_ed66d5/sameAs/Q104650181,3,http://www.wikidata.org/entity/Q908,0.15929505228996277
http://example.org/qg#episode_openings_ed66d5/sameAs/Q104650181,4,http://www.wikidata.org/entity/Q5482740,0.15896707773208618
http://example.org/qg#episode_openings_ed66d5/sameAs/Q104650181,5,http://www.wikidata.org/entity/Q188759,0.1572396606206894
http://example.org/qg#episode_openings_ed66d5/sameAs/Q104650181,6,http://www.wikidata.org/entity/Q697840,0.1540166735649109
http://example.org/qg#episode_openings_ed66d5/sameAs/Q104650181,7,http://www.wikidata.org/entity/Q18353791,0.15271535515785217
http://example.org/qg#episode_openings_ed66d5/sameAs/Q104650181,8,http://www.wikidata.org/entity/Q37736,0.1521371304988861
http://example.org/qg#episode_openings_ed66d5/sameAs/Q104650181,9,http://www.wikidata.org/entity/Q3507047,0.15071645379066467
http://example.org/qg#episode_openings_ed66d5/sameAs/Q104650181,10,http://www.wikidata.org/entity/Q1261224,0.14959977567195892
http://example.org/qg#event_exchanges_3020b9,1,http://www.wikidata.org/entity/Q3060537,0.17932474613189697
http://example.org/qg#event_exchanges_3020b9,2,http://www.wikidata.org/entity/Q15709486,0.1747816503047943
http://example.org/qg#event_exchanges_3020b9,3,http://www.wikidata.org/entity/Q65920874,0.17457959055900574
http://example.org/qg#event_exchanges_3020b9,4,http://www.wikidata.org/entity/Q98391050,0.16975905001163483
http://example.org/qg#event_exchanges_3020b9,5,http://www.wikidata.org/entity/Q6500775,0.16973569989204407
http://example.org/qg#event_exchanges_3020b9,6,http://www.wikidata.org/entity/Q18479603,0.16179634630680084
http://example.org/qg#event_exchanges_3020b9,7,http://www.wikidata.org/entity/Q3042919,0.1570945680141449
http://example.org/qg#event_exchanges_3020b9,8,http://www.wikidata.org/entity/Q1411998,0.1528874635696411
http://example.org/qg#event_exchanges_3020b9,9,http://www.wikidata.org/entity/Q7737,0.15262097120285034
http://example.org/qg#event_exchanges_3020b9,10,http://www.wikidata.org/entity/Q104472514,0.15025070309638977
http://example.org/qg#event_exchanges_3020b9/sameAs/Q104650188,1,http://www.wikidata.org/entity/Q195972,0.1681888997554779
http://example.org/qg#event_exchanges_3020b9/sameAs/Q104650188,2,http://www.wikidata.org/entity/Q47345468,0.16501587629318237
http://example.org/qg#event_exchanges_3020b9/sameAs/Q104650188,3,http://www.wikidata.org/entity/Q154401,0.16073036193847656
http://example.org/qg#event_exchanges_3020b9/sameAs/Q104650188,4,http://www.wikidata.org/entity/Q1292119,0.15324759483337402
http://example.org/qg#event_exchanges_3020b9/sameAs/Q104650188,5,http://www.wikidata.org/entity/Q4057633,0.1509842723608017
http://example.org/qg#event_exchanges_3020b9/sameAs/Q104650188,6,http://www.wikidata.org/entity/Q88097546,0.15034633874893188
http://example.org/qg#event_exchanges_3020b9/sameAs/Q104650188,7,http://www.wikidata.org/entity/Q1354045,0.14723989367485046
http://example.org/qg#event_exchanges_3020b9/sameAs/Q104650188,8,http://www.wikidata.org/entity/Q26073,0.14710183441638947
http://example.org/qg#event_exchanges_3020b9/sameAs/Q104650188,9,http://www.wikidata.org/entity/Q1065455,0.14609166979789734
http://example.org/qg#event_exchanges_3020b9/sameAs/Q104650188,10,http://www.wikidata.org/entity/Q63882129,0.14584583044052124
http://example.org/qg#event_moscow_invitational_acc0e2,1,http://www.wikidata.org/entity/Q1172592,0.17716093361377716
http://example.org/qg#event_moscow_invitational_acc0e2,2,http://www.wikidata.org/entity/Q248577,0.15628033876419067
http://example.org/qg#event_moscow_invitational_acc0e2,3,http://www.wikidata.org/entity/Q110995514,0.15627753734588623
http://example.org/qg#event_moscow_invitational_acc0e2,4,http://www.wikidata.org/entity/Q44715398,0.1541256159543991
http://example.org/qg#event_moscow_invitational_acc0e2,5,http://www.wikidata.org/entity/Q23002037,0.15200182795524597
http://example.org/qg#event_moscow_invitational_acc0e2,6,http://www.wikidata.org/entity/Q6428674,0.15081259608268738
http://example.org/qg#event_moscow_invitational_acc0e2,7,http://www.wikidata.org/entity/Q63718619,0.1500435769557953
http://example.org/qg#event_moscow_invitational_acc0e2,8,http://www.wikidata.org/entity/Q22890,0.14970573782920837
http://example.org/qg#event_moscow_invitational_acc0e2,9,http://www.wikidata.org/entity/Q111340313,0.14951851963996887
http://example.org/qg#event_moscow_invitational_acc0e2,10,http://www.wikidata.org/entity/Q159438,0.14810074865818024
