target_entity,neighbor_rank,neighbor_entity,cosine_similarity
http://example.org/qg#character_beth_harmon_0c125c,4,http://example.org/qg#real_person_bruce_pandolfini_7b4511,0.576920747756958
http://example.org/qg#character_beth_harmon_0c125c,5,http://example.org/qg#real_person_judit_polg_r_233c22,0.5624569654464722
http://example.org/qg#character_beth_harmon_0c125c,6,http://example.org/qg#real_person_isla_johnston_568f2a,0.5591837763786316
http://example.org/qg#character_beth_harmon_0c125c,7,http://example.org/qg#real_person_scott_frank_6235c6,0.5366795063018799
http://example.org/qg#character_beth_harmon_0c125c,8,http://example.org/qg#real_person_harry_melling_f4475a,0.5362221002578735
http://example.org/qg#character_beth_harmon_0c125c,9,http://example.org/qg#real_person_paul_morphy_a9d889,0.5356146097183228
http://example.org/qg#character_beth_harmon_0c125c,10,http://example.org/qg#real_person_jacob_fortune_lloyd_e9fd39,0.534258246421814
http://example.org/qg#character_beth_harmon_0c125c/sameAs/Q102378740,1,nb585065977a6497588112237ca29275ab7,0.8524447083473206
http://example.org/qg#character_beth_harmon_0c125c/sameAs/Q102378740,2,nb585065977a6497588112237ca29275ab8,0.8397190570831299
http://example.org/qg#character_beth_harmon_0c125c/sameAs/Q102378740,3,nb585065977a6497588112237ca29275ab21,0.8343048691749573
http://example.org/qg#character_beth_harmon_0c125c/sameAs/Q102378740,4,nb585065977a6497588112237ca29275ab5,0.8325226902961731
http://example.org/qg#character_beth_harmon_0c125c/sameAs/Q102378740,5,http://example.org/qg#real_person_millie_brady_72ac4a/sameAs/Q26213643,0.832003653049469
http://example.org/qg#character_beth_harmon_0c125c/sameAs/Q102378740,6,nb585065977a6497588112237ca29275ab2,0.8283051252365112
http://example.org/qg#character_beth_harmon_0c125c/sameAs/Q102378740,7,nb585065977a6497588112237ca29275ab6,0.8282593488693237
http://example.org/qg#character_beth_harmon_0c125c/sameAs/Q102378740,8,nb585065977a6497588112237ca29275ab4,0.8206956386566162
http://example.org/qg#character_beth_harmon_0c125c/sameAs/Q102378740,9,nb585065977a6497588112237ca29275ab15,0.8163212537765503
http://example.org/qg#character_beth_harmon_0c125c/sameAs/Q102378740,10,nb585065977a6497588112237ca29275ab9,0.8118904829025269
http://example.org/qg#character_harmon_e_c0b572,1,http://example.org/qg#character_ivanchuk_12e88e,0.8368716239929199
http://example.org/qg#character_harmon_e_c0b572,2,http://example.org/qg#character_june_386f6d,0.8299499750137329
http://example.org/qg#character_harmon_e_c0b572,3,http://example.org/qg#character_s_malovicz_0b17f3,0.8291637897491455
http://example.org/qg#character_harmon_e_c0b572,4,http://example.org/qg#character_e_shapkin_38c8cc,0.826927900314331
http://example.org/qg#character_harmon_e_c0b572,5,http://example.org/qg#character_r_uljanov_327ac1,0.8125131130218506
http://example.org/qg#character_harmon_e_c0b572,6,http://example.org/qg#character_hilton_wexler_2c8acb,0.8122113943099976
http://example.org/qg#character_harmon_e_c0b572,7,http://example.org/qg#character_jolene_dewitt_19064f,0.8100388050079346
http://example.org/qg#character_harmon_e_c0b572,8,http://example.org/qg#character_margaret_neil_832045,0.8095417022705078
http://example.org/qg#character_harmon_e_c0b572,9,http://example.org/qg#character_mike_008332,0.8084940910339355
http://example.org/qg#character_harmon_e_c0b572,10,http://example.org/qg#character_manfredi_47d3c2,0.8080577850341797
http://example.org/qg#episode_exchanges_e1ed49,1,http://example.org/qg#episode_adjournment_2bb5f9,0.9110913276672363
http://example.org/qg#episode_exchanges_e1ed49,2,http://example.org/qg#episode_doubled_pawns_6bdfa9,0.90134596824646
http://example.org/qg#episode_exchanges_e1ed49,3,http://example.org/qg#episode_middle_game_60ed27,0.8880946040153503
http://example.org/qg#episode_exchanges_e1ed49,4,http://example.org/qg#episode_openings_ed66d5,0.873431921005249
http://example.org/qg#episode_exchanges_e1ed49,5,http://example.org/qg#episode_end_game_e70272,0.7387157678604126
http://example.org/qg#episode_exchanges_e1ed49,6,http://example.org/qg#organization_marie_claire_08b737,0.6775248646736145
http://example.org/qg#episode_exchanges_e1ed49,7,http://example.org/qg#organization_chess_life_07bb03,0.6523892879486084
http://example.org/qg#episode_exchanges_e1ed49,8,http://example.org/qg#real_person_bruce_pandolfini_7b4511,0.6413091421127319
http://example.org/qg#episode_exchanges_e1ed49,9,http://example.org/qg#event_exchanges_3020b9,0.6407819390296936
http://example.org/qg#episode_exchanges_e1ed49,10,http://example.org/qg#organization_lexington_herald_leader_84abee,0.6278588771820068
http://example.org/qg#episode_exchanges_e1ed49/sameAs/Q104650188,1,http://example.org/qg#episode_doubled_pawns_6bdfa9/sameAs/Q104650207,0.9236150979995728
http://example.org/qg#episode_exchanges_e1ed49/sameAs/Q104650188,2,http://example.org/qg#episode_end_game_e70272/sameAs/Q104650295,0.9232845902442932
http://example.org/qg#episode_exchanges_e1ed49/sameAs/Q104650188,3,http://example.org/qg#episode_adjournment_2bb5f9/sameAs/Q104650276,0.9107799530029297
http://example.org/qg#episode_exchanges_e1ed49/sameAs/Q104650188,4,http://example.org/qg#episode_middle_game_60ed27/sameAs/Q104650246,0.9002728462219238
http://example.org/qg#episode_exchanges_e1ed49/sameAs/Q104650188,5,http://example.org/qg#organization_chess_life_07bb03/sameAs/Q2670147,0.7982227206230164
http://example.org/qg#episode_exchanges_e1ed49/sameAs/Q104650188,6,http://example.org/qg#organization_marie_claire_08b737/sameAs/Q778079,0.763410210609436
http://example.org/qg#episode_exchanges_e1ed49/sameAs/Q104650188,7,http://example.org/qg#episode_openings_ed66d5/sameAs/Q104650181,0.7629910707473755
http://example.org/qg#episode_exchanges_e1ed49/sameAs/Q104650188,8,http://example.org/qg#real_person_chloe_pirrie_9ab2ca/sameAs/Q18030614,0.748491108417511
http://example.org/qg#episode_exchanges_e1ed49/sameAs/Q104650188,9,http://example.org/qg#organization_henry_clay_high_school_452fc7/sameAs/Q5719501,0.7356343865394592
http://example.org/qg#episode_exchanges_e1ed49/sameAs/Q104650188,10,http://example.org/qg#organization_lexington_herald_leader_84abee/sameAs/Q6537812,0.7350162863731384
http://example.org/qg#episode_openings_ed66d5,1,http://example.org/qg#episode_adjournment_2bb5f9,0.9050748944282532
http://example.org/qg#episode_openings_ed66d5,2,http://example.org/qg#episode_middle_game_60ed27,0.8931005597114563
http://example.org/qg#episode_openings_ed66d5,3,http://example.org/qg#episode_doubled_pawns_6bdfa9,0.8751584887504578
http://example.org/qg#episode_openings_ed66d5,4,http://example.org/qg#episode_exchanges_e1ed49,0.873431921005249
http://example.org/qg#episode_openings_ed66d5,5,http://example.org/qg#episode_end_game_e70272,0.715870201587677
http://example.org/qg#episode_openings_ed66d5,6,http://example.org/qg#organization_marie_claire_08b737,0.6401426792144775
http://example.org/qg#episode_openings_ed66d5,7,http://example.org/qg#organization_chess_life_07bb03,0.6182489991188049
http://example.org/qg#episode_openings_ed66d5,8,http://example.org/qg#real_person_bruce_pandolfini_7b4511,0.5843839645385742
http://example.org/qg#episode_openings_ed66d5,9,http://example.org/qg#real_person_paul_morphy_a9d889,0.5837753415107727
http://example.org/qg#episode_openings_ed66d5,10,http://example.org/qg#real_person_moses_ingram_017d28,0.5740042328834534
http://example.org/qg#episode_openings_ed66d5/sameAs/Q104650181,1,http://example.org/qg#episode_adjournment_2bb5f9/sameAs/Q104650276,0.8030507564544678
http://example.org/qg#episode_openings_ed66d5/sameAs/Q104650181,2,http://example.org/qg#episode_middle_game_60ed27/sameAs/Q104650246,0.7817622423171997
http://example.org/qg#episode_openings_ed66d5/sameAs/Q104650181,3,http://example.org/qg#episode_exchanges_e1ed49/sameAs/Q104650188,0.7629910707473755
http://example.org/qg#episode_openings_ed66d5/sameAs/Q104650181,4,http://example.org/qg#episode_end_game_e70272/sameAs/Q104650295,0.7595895528793335
http://example.org/qg#episode_openings_ed66d5/sameAs/Q104650181,5,http://example.org/qg#episode_doubled_pawns_6bdfa9/sameAs/Q104650207,0.7452095746994019
http://example.org/qg#episode_openings_ed66d5/sameAs/Q104650181,6,http://example.org/qg#organization_chess_life_07bb03/sameAs/Q2670147,0.6326040029525757
http://example.org/qg#episode_openings_ed66d5/sameAs/Q104650181,7,http://example.org/qg#event_exchanges_3020b9/sameAs/Q104650188,0.6136749982833862
http://example.org/qg#episode_openings_ed66d5/sameAs/Q104650181,8,http://example.org/qg#organization_marie_claire_08b737/sameAs/Q778079,0.59019935131073
http://example.org/qg#episode_openings_ed66d5/sameAs/Q104650181,9,http://example.org/qg#organization_chess_review_f901f0/sameAs/Q3667265,0.5633412599563599
http://example.org/qg#episode_openings_ed66d5/sameAs/Q104650181,10,http://example.org/qg#organization_lexington_herald_leader_84abee/sameAs/Q6537812,0.5493917465209961
http://example.org/qg#event_exchanges_3020b9,1,http://example.org/qg#event_the_las_vegas_us_open_a45a14,0.7344186902046204
http://example.org/qg#event_exchanges_3020b9,2,http://example.org/qg#event_us_championship_08f81d,0.7310466766357422
http://example.org/qg#event_exchanges_3020b9,3,http://example.org/qg#event_u_s_open_chess_championship_865273,0.7163945436477661
http://example.org/qg#event_exchanges_3020b9,4,http://example.org/qg#event_the_u_s_open_0de146,0.7047431468963623
http://example.org/qg#event_exchanges_3020b9,5,http://example.org/qg#event_another_u_s_open_075eee,0.7026025056838989
http://example.org/qg#event_exchanges_3020b9,6,http://example.org/qg#event_the_moscow_invitational_30f7e5,0.6923755407333374
http://example.org/qg#event_exchanges_3020b9,7,http://example.org/qg#event_u_s_championship_e47e27,0.6922030448913574
http://example.org/qg#event_exchanges_3020b9,8,http://example.org/qg#event_mexico_city_invitational_tournament_5bdbc2,0.6822039484977722
http://example.org/qg#event_exchanges_3020b9,9,http://example.org/qg#event_the_candidates_tournament_313f06,0.6803973913192749
http://example.org/qg#event_exchanges_3020b9,10,http://example.org/qg#event_moscow_invitational_chess_tournament_14e083,0.6800143718719482
http://example.org/qg#event_exchanges_3020b9/sameAs/Q104650188,1,http://example.org/qg#episode_exchanges_e1ed49/sameAs/Q104650188,0.696097195148468
http://example.org/qg#event_exchanges_3020b9/sameAs/Q104650188,2,http://example.org/qg#episode_end_game_e70272/sameAs/Q104650295,0.6472545266151428
http://example.org/qg#event_exchanges_3020b9/sameAs/Q104650188,3,http://example.org/qg#episode_adjournment_2bb5f9/sameAs/Q104650276,0.6322571039199829
http://example.org/qg#event_exchanges_3020b9/sameAs/Q104650188,4,http://example.org/qg#episode_doubled_pawns_6bdfa9/sameAs/Q104650207,0.6274597644805908
http://example.org/qg#event_exchanges_3020b9/sameAs/Q104650188,5,http://example.org/qg#episode_openings_ed66d5/sameAs/Q104650181,0.6136749982833862
http://example.org/qg#event_exchanges_3020b9/sameAs/Q104650188,6,http://example.org/qg#episode_middle_game_60ed27/sameAs/Q104650246,0.6110409498214722
http://example.org/qg#event_exchanges_3020b9/sameAs/Q104650188,7,http://example.org/qg#event_u_s_open_chess_championship_865273/sameAs/Q1995105,0.5610896348953247
http://example.org/qg#event_exchanges_3020b9/sameAs/Q104650188,8,http://example.org/qg#organization_chess_life_07bb03/sameAs/Q2670147,0.5079050064086914
http://example.org/qg#event_exchanges_3020b9/sameAs/Q104650188,9,http://example.org/qg#organization_marie_claire_08b737/sameAs/Q778079,0.47268807888031006
http://example.org/qg#event_exchanges_3020b9/sameAs/Q104650188,10,http://example.org/qg#organization_time_magazine_64acec/sameAs/Q124535786,0.4708127975463867
http://example.org/qg#event_moscow_invitational_acc0e2,1,http://example.org/qg#event_kentucky_state_championship_21d262,0.9247946739196777
http://example.org/qg#event_moscow_invitational_acc0e2,2,http://example.org/qg#event_the_cincinnati_tournament_ceceb6,0.9166465997695923
http://example.org/qg#event_moscow_invitational_acc0e2,3,http://example.org/qg#event_the_pittsburgh_tournament_4bbed1,0.8920774459838867
http://example.org/qg#event_moscow_invitational_acc0e2,4,http://example.org/qg#event_the_candidates_tournament_313f06,0.7600772976875305
http://example.org/qg#event_moscow_invitational_acc0e2,5,http://example.org/qg#event_the_las_vegas_u_s_open_chess_championship_111fea,0.755212664604187
http://example.org/qg#event_moscow_invitational_acc0e2,6,http://example.org/qg#event_the_women_world_chess_championship_115b36,0.7468469142913818
http://example.org/qg#event_moscow_invitational_acc0e2,7,http://example.org/qg#event_the_u_s_open_0de146,0.727349042892456
http://example.org/qg#event_moscow_invitational_acc0e2,8,http://example.org/qg#event_the_las_vegas_us_open_a45a14,0.7221775054931641
http://example.org/qg#event_moscow_invitational_acc0e2,9,http://example.org/qg#event_mexico_city_invitational_tournament_5bdbc2,0.7168759703636169
http://example.org/qg#event_moscow_invitational_acc0e2,10,http://example.org/qg#event_another_u_s_open_075eee,0.7159282565116882
