entity_id,canonical_text,preferred_text,aliases,mention_count,entity_label,entity_class,page_context,url,source_page_title,page_id,span_examples
CHARACTER:allston-b835fb,Allston,Allston,Allston,2,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Exchanges,Exchanges,,"Meanwhile, Allston leaves on a two week business trip, leaving Alma without a car reasoning her to be ""a terrible driver anyway"" and her needing exercise. || Back at home, Alma welcomes Allston back from his trip with dinner, but he only cares about beer."
CHARACTER:allston_wheatley-f1869f,Allston Wheatley,Allston Wheatley,Allston Wheatley,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Adjournment,Adjournment,,"Back home Kentucky, her lawyer calls her and informs her that Allston Wheatley went back on his word that she could keep the house she lived in with Alma."
CHARACTER:allston_wheatley-f1869f,Allston Wheatley,Allston Wheatley,Allston Wheatley,3,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Allston_Wheatley,Allston Wheatley,,"Allston Wheatley is the husband of Alma Wheatley and the adoptive father of chess prodigy Beth Harmon. || Allston Wheatley is an absent father and husband who is typically quiet and cold, especially to his adoptive daughter. || Strangely, despite seeming to have little interest in her, it is claimed by Alma that Allston Wheatley was the one who wanted to adopt Elizabeth, however, this is later deflected by Allston, stating that Alma would 'just say things'."
CHARACTER:allston_wheatley-f1869f,Allston Wheatley,Allston Wheatley,Allston Wheatley,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Beth_Harmon,Beth Harmon,,"Soon after, Allston Wheatley leaves for a work trip, leaving Beth and Alma alone."
CHARACTER:allston_wheatley-f1869f,Allston Wheatley,Allston Wheatley,Allston Wheatley,2,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Exchanges,Exchanges,,"At last, some prospective parents come to adopt Beth, Alma and Allston Wheatley, so Mrs. Deardorff lies about Beth being 13 and sings praises of her academic excellence to encourage the parents to finalize the adoption. || At home, the house is in shambles, and Alma Wheatley is distraught because Allston Wheatley has been ""indefinitely detained in the Southwest."""
CHARACTER:allston_wheatley-f1869f,Allston Wheatley,Allston Wheatley,Allston Wheatley,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Middle_Game,Middle Game,,"She has them get her into contact with Allston Wheatley for the first time since he abandoned the family, but he wants nothing to do with the situation at all."
CHARACTER:alma-335fe6,Alma,Alma,Alma,2,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Adjournment,Adjournment,,"Back home Kentucky, her lawyer calls her and informs her that Allston Wheatley went back on his word that she could keep the house she lived in with Alma. || He disavows her as his daughter and demands the house so he can sell it, so she agrees to pay him for the equity in the house, minus the costs of burying Alma."
CHARACTER:alma-335fe6,Alma,Alma,Alma,5,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Allston_Wheatley,Allston Wheatley,,"An unknown time after a miscarriage, the couple adopted Beth Harmon for unknown reasons, however it can be speculated Alma was having mental health issues due to this event. || He grows more detached over time from Alma after the adoption, although has always been disinterested in their relationship. || Alma reported that he would never listen to her play the piano."
CHARACTER:alma-335fe6,Alma,Alma,Alma,8,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Alma_Wheatley,Alma Wheatley,,"The Wheatleys adopted Beth Harmon in 1963 and Alma welcomes Beth as both her adopted daughter and much-needed companion. || Soon after Beth arrived, Mr. Wheatley left for a work trip and Alma was on a downward spiral, drinking, smoking, and taking Librium. || Mr. Wheatley later unofficially separated from Alma, but she and Beth decided not to tell anyone, avoiding Beth being sent back to the orphanage."
CHARACTER:alma-335fe6,Alma,Alma,Alma,5,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Beth_Harmon,Beth Harmon,,"Soon after, Allston Wheatley leaves for a work trip, leaving Beth and Alma alone. || When Alma refuses, Beth writes to Mr. Shaibel, promising she'll pay him $10 if he gives her $5 to enter the tournament. || After the day ends and Beth goes home, she finds Alma depressed and playing her piano."
CHARACTER:alma-335fe6,Alma,Alma,Alma,13,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Doubled_Pawns,Doubled Pawns,,"Excited, Beth jumps onto her bed while Alma laughs. || That night she studies her matches, making sure Alma keeps the TV down so she can concentrate. || The next day Beth introduces Alma to Matt and Mike, and at breakfast she asks them about the potential prize money with Beth rising through the ranks, or even the possibility of her playing internationally."
CHARACTER:alma-335fe6,Alma,Alma,Alma,15,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Exchanges,Exchanges,,"At last, some prospective parents come to adopt Beth, Alma and Allston Wheatley, so Mrs. Deardorff lies about Beth being 13 and sings praises of her academic excellence to encourage the parents to finalize the adoption. || Meanwhile, Allston leaves on a two week business trip, leaving Alma without a car reasoning her to be ""a terrible driver anyway"" and her needing exercise. || Alma herself wanted to be a pianist in her youth, and had a child of her own that died."
CHARACTER:alma-335fe6,Alma,Alma,Alma,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Fork,Fork,,"Afterward they go to eat, but the awkward tension is too much for Beltik, so he clears out, leaving Beth to her thoughts of her dead mother Alma."
CHARACTER:alma-335fe6,Alma,Alma,Alma,14,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Middle_Game,Middle Game,,"Not long after, Beth graduates high school, with Alma clapping and whistling in pride. || Alma is delighted because her pen pal Manuel lives there, and she'll finally get to meet him for the first time. || Beth, on Alma and Manuel"
CHARACTER:alma_wheatley-c61b8b,Alma Wheatley,Alma Wheatley,Alma Wheatley,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Allston_Wheatley,Allston Wheatley,,Allston Wheatley is the husband of Alma Wheatley and the adoptive father of chess prodigy Beth Harmon.
CHARACTER:alma_wheatley-c61b8b,Alma Wheatley,Alma Wheatley,Alma Wheatley,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Alma_Wheatley,Alma Wheatley,,Alma Wheatley (née Benson) is a lonely housewife with an absent husband and her own vices.
CHARACTER:alma_wheatley-c61b8b,Alma Wheatley,Alma Wheatley,Alma Wheatley,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Doubled_Pawns,Doubled Pawns,,"Snap to the present, Cincinnati, 1963, where Beth and her adoptive mother Alma Wheatley have just arrived for a chess tournament."
CHARACTER:alma_wheatley-c61b8b,Alma Wheatley,Alma Wheatley,Alma Wheatley,2,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Exchanges,Exchanges,,"Alma Wheatley || At home, the house is in shambles, and Alma Wheatley is distraught because Allston Wheatley has been ""indefinitely detained in the Southwest."""
CHARACTER:alma_wheatley-c61b8b,Alma Wheatley,Alma Wheatley,Alma Wheatley,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/The_Queen%27s_Gambit,The Queen's Gambit,,"- Anya Taylor-Joy as Elizabeth ""Beth"" Harmon - Marielle Heller as Mrs. Alma Wheatley - Thomas Brodie-Sangster as Benny Watts - Moses Ingram as Jolene - Harry Melling as Harry Beltik - Bill Camp as Mr Shaibel"
CHARACTER:annabeth_kelly-23185e,Annabeth Kelly,Annabeth Kelly,Annabeth Kelly,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Beth_Harmon,Beth Harmon,,"Harmon is played predominantly by Anya Taylor-Joy, and she is played by Annabeth Kelly as a five-year-old and Isla Johnston as a nine-year-old for other younger scenes."
CHARACTER:annette-7c8aa1,Annette,Annette,Annette,2,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Beth_Harmon,Beth Harmon,,"Beth easily defeats Annette to the surprise of the twins and a fellow player D.L. Townes, whom she briefly chatted with before her first match. || During her match with Townes, that she wins, Beth experiences her first period and gets help from Annette."
CHARACTER:annette-7c8aa1,Annette,Annette,Annette,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Exchanges,Exchanges,,"Annette walks in the bathroom as Beth desperately tries to clean up after her first period, and helps her, additionally giving some words of encouragement for the tournament."
CHARACTER:annette_packer-8f7265,Annette Packer,Annette Packer,Annette Packer,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Adjournment,Adjournment,,"She meets Annette Packer there, the first person she ever defeated in any tournament."
CHARACTER:annette_packer-8f7265,Annette Packer,Annette Packer,Annette Packer,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Beth_Harmon,Beth Harmon,,"Beth is introduced to various details of tournament play, such as the use of chess clocks, in her first match by a kind fellow female player, Annette Packer."
CHARACTER:annette_packer-8f7265,Annette Packer,Annette Packer,Annette Packer,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Exchanges,Exchanges,,"She meets Townes before beginning, and is visibly affected, but goes on to beat Annette Packer without difficulty."
CHARACTER:anya_taylor_joy-7853b7,Anya Taylor-Joy,Anya Taylor-Joy,Anya Taylor-Joy,2,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Beth_Harmon,Beth Harmon,,"Harmon is played predominantly by Anya Taylor-Joy, and she is played by Annabeth Kelly as a five-year-old and Isla Johnston as a nine-year-old for other younger scenes. || - In an interview with Marie Claire, Anya Taylor-Joy compares her style of moving the chess pieces to her childhood experiences learning ballet."
CHARACTER:anya_taylor_joy-7853b7,Anya Taylor-Joy,Anya Taylor-Joy,Anya Taylor-Joy,2,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/The_Queen%27s_Gambit,The Queen's Gambit,,"Anya Taylor-Joy stars in the lead role and is directed and developed by Scott Frank. || - Anya Taylor-Joy as Elizabeth ""Beth"" Harmon - Marielle Heller as Mrs. Alma Wheatley - Thomas Brodie-Sangster as Benny Watts - Moses Ingram as Jolene - Harry Melling as Harry Beltik - Bill Camp as Mr Shaibel"
CHARACTER:arthur-102b52,Arthur,Arthur,Arthur,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Cleo,Cleo,,It is also suggested that she is currently intimate with both Wexler and Arthur.
CHARACTER:arthur_levertov-52fe06,Arthur Levertov,Arthur Levertov,Arthur Levertov,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Adjournment,Adjournment,,"Cleo introduces herself to Beth while Beth cooks for the men, mentioning that she met Hilton Wexler and Grandmaster Arthur Levertov when they stopped her from killing herself."
CHARACTER:arthur_levertov-52fe06,Arthur Levertov,Arthur Levertov,Arthur Levertov,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Beth_Harmon,Beth Harmon,,"Moreover, the following morning, Harmon received help from GM Benny, Mike, Matt, Harry, Hilton Wexler, GM Arthur Levertov, and others over the phone."
CHARACTER:beltik-7c0d52,Beltik,Beltik,Beltik,4,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Adjournment,Adjournment,,"Beltik drives by and knocks on her door, worried about her, but she's passed out cold. || Shortly after, Beth goes outside for a quick smoke and finds Beltik there, who's worried about her becoming a drunkard. || When someone raps insistently at her door, she totters toward the door, falls down the stairs, and opens the door in a rage, thinking it's Beltik."
CHARACTER:beltik-7c0d52,Beltik,Beltik,Beltik,14,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Beth_Harmon,Beth Harmon,,"They explain that her prospects as an unranked player who has never competed in a tournament, are hopeless because several highly rated players are registered to play: ""...and Beltik might show up,"" a reference to Harry Beltik, the current state champion. || Beth finally faces Beltik in the final match of the tournament. || Beltik, like the other male players, is arrogant and shows up late to the match with his clock running, feigns ignorance of her name, and repeatedly yawns, showing his crooked teeth that distract Beth."
CHARACTER:beltik-7c0d52,Beltik,Beltik,Beltik,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/D.L._Townes,D.L. Townes,,"For their last interaction together, Townes is seen observing Harmon in the final match in the tournament against Beltik."
CHARACTER:beltik-7c0d52,Beltik,Beltik,Beltik,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/End_Game,End Game,,"The next day, Townes gives Beth a coffee and then gets a call from New York, where Benny, Beltik, and other chess players Beth is acquainted with are standing ready to help her."
CHARACTER:beltik-7c0d52,Beltik,Beltik,Beltik,4,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Exchanges,Exchanges,,"At the end of the session, Beth belligerently argues with the registrars to be able to play Beltik, and they fire back that she has to play 30 games in USCF tournaments plus wait a month before she'll get a rating that can be used to place her higher in future tournaments. || That night, Beth remembers her own mother, and the next day she goes on to finally play Beltik for the championship. || Beltik wastes time getting coffee because he doesn't take Beth seriously, and initially has a confident upper hand."
CHARACTER:beltik-7c0d52,Beltik,Beltik,Beltik,16,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Fork,Fork,,"They banter over famous chess players, with Beth preferring intuition players, and Beltik advises her that anger can weaken her chess games, much as Mr. Shaibel admonished her. || Afterward they go to eat, but the awkward tension is too much for Beltik, so he clears out, leaving Beth to her thoughts of her dead mother Alma. || The next day, Beltik warns Beth that she's still playing blind, on instinct, without any specific plans in mind."
CHARACTER:beltik_h-bf80d7,Beltik H,Beltik H.,Beltik H.,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Beth_Harmon,Beth Harmon,,"During the last game, Harmon E. vs. Beltik H., Harry arrived fifteen minutes late, much to Harmon's irritation."
CHARACTER:benjamin_watts-79c359,Benjamin Watts,Benjamin Watts,Benjamin Watts,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Benny_Watts,Benny Watts,,"Benjamin Watts is an arrogant, popular, and very intelligent chess prodigy and a main character in the Netflix series, The Queen's Gambit."
CHARACTER:benny-ff906e,Benny,Benny,Benny,14,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Adjournment,Adjournment,,"After training with Benny in New York, Beth heads to Paris for her rematch with Borgov. || After another memory of Alice Harmon giving Beth Harmon advice, Beth and Benny play chess in their heads and practice Russian together while driving to Benny's home in New York. || After another memory of Alice Harmon giving Beth Harmon advice, Beth and Benny play chess in their heads and practice Russian together while driving to Benny's home in New York."
CHARACTER:benny-ff906e,Benny,Benny,Benny,4,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Benny_Watts,Benny Watts,,"Benny was first introduced into the show in episode 3. || It is unknown for how long he had held the title of United States Champion before his loss in the Ohio United States Championship, but Benny has been regarded as the most talented American chess player since Paul Morphy, even publishing his own book on his various tactics. || Notwithstanding his hubris, Benny is a wise chess player who has studied a variety of chess playing styles across all time controls."
CHARACTER:benny-ff906e,Benny,Benny,Benny,18,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Beth_Harmon,Beth Harmon,,"In 1966, she loses to Benny in the US Championship, and is dubbed the US Co-Champion. || Beth never fully comes to terms with her loss to Benny and it becomes a point of insecurity. || She wins against Benny, and they decide to prepare for her international career together in New York."
CHARACTER:benny-ff906e,Benny,Benny,Benny,2,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Cleo,Cleo,,"The novel includes a character named Jenny Baynes, described as ""beautiful and intelligent"", who briefly visits Benny's apartment with Levertov and Wexler but has no significance to the plot. || It is suggested that Cleo had an intimate relationship with Benny in the past."
CHARACTER:benny-ff906e,Benny,Benny,Benny,4,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Doubled_Pawns,Doubled Pawns,,"Before their match, Benny notes a flaw in one of her games that could have been exploited, which unsettles Beth. || Beth tells Alma of how her recklessly aggressive strategy fell into Benny's hands, allowing him to win in the endgame. || Due to his earlier draw and Beth's flawless rise to meet Benny, they both technically walk away as co-champions, but Beth is emotionally wrecked all the same, rocked by the prospect of losing for the first time in years."
CHARACTER:benny-ff906e,Benny,Benny,Benny,2,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/End_Game,End Game,,"The next day, Townes gives Beth a coffee and then gets a call from New York, where Benny, Beltik, and other chess players Beth is acquainted with are standing ready to help her. || Benny and the boys celebrate with glee, and Jolene is also happy for Beth."
CHARACTER:benny-ff906e,Benny,Benny,Benny,9,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Fork,Fork,,"Beth moves on to another U.S. Open, hoping to take the title of U.S. Champion completely away from Benny. || Beth runs into Benny at the start of the tournament in the auditorium, where he complains about the lack of press attention for chess. || After the day's matches, Beth walks out and sees Benny getting interviewed by an impressionable chess player."
CHARACTER:benny_watts-6c3c3c,Benny Watts,Benny Watts,Benny Watts,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Benny_Watts,Benny Watts,,"Benny Watts is played by Thomas Brodie-Sangster, for which he was nominated for the Primetime Emmy Award for Outstanding Supporting Actor in a Limited Series or Movie."
CHARACTER:benny_watts-6c3c3c,Benny Watts,Benny Watts,Benny Watts,5,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Beth_Harmon,Beth Harmon,,"Harmon meets US Champion Benny Watts in Cincinnati at a tournament shortly after becoming Kentucky state champion. || Later on, he tries to comfort her about her draw with Benny Watts as she leaves the city. || She informally meets Grandmaster Benny Watts during a small exhibition of the Caro-Kann Defence."
CHARACTER:benny_watts-6c3c3c,Benny Watts,Benny Watts',Benny Watts',1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Cleo,Cleo,,"Cleo is a French fashion model who meets Beth Harmon for the first time during a party at Benny Watts' apartment in New York, then at the Paris, during the Remi-Vallon tournament in 1967."
CHARACTER:benny_watts-6c3c3c,Benny Watts,Benny Watts,Benny Watts,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/D.L._Townes,D.L. Townes,,"[1] Townes' is seen observing the match as Beth Harmon and Benny Watts play their game for the title, Beth Harmon ultimately loses and storms off angrily, catching his attention as he frowned."
CHARACTER:benny_watts-6c3c3c,Benny Watts,Benny Watts,Benny Watts,2,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Doubled_Pawns,Doubled Pawns,,"Downstairs, Beth meets the U.S. champion Benny Watts, although he isn't playing in the Cincinnati tournament. || Benny Watts, the current champion, is breezing through the ranks, facing only a single draw before he reaches Harmon herself."
CHARACTER:benny_watts-6c3c3c,Benny Watts,Benny Watts,Benny Watts,2,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/End_Game,End Game,,"Benny Watts also refuses to help her because she stopped living with him, and tells her to never call him again. || As the tournament progresses, she notices that Borgov goes to consult with fellow chess players after every match to work on his games, as Benny Watts had mentioned was the strength of the Russians' ability to dominate world chess tournaments."
CHARACTER:benny_watts-6c3c3c,Benny Watts,Benny Watts,Benny Watts,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/The_Queen%27s_Gambit,The Queen's Gambit,,"- Anya Taylor-Joy as Elizabeth ""Beth"" Harmon - Marielle Heller as Mrs. Alma Wheatley - Thomas Brodie-Sangster as Benny Watts - Moses Ingram as Jolene - Harry Melling as Harry Beltik - Bill Camp as Mr Shaibel"
CHARACTER:benson-fdbcbf,Benson,Benson,Benson,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Alma_Wheatley,Alma Wheatley,,Alma Wheatley (née Benson) is a lonely housewife with an absent husband and her own vices.
CHARACTER:bergland-563a2c,Bergland,Bergland,Bergland,1,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Beth_Harmon,Beth Harmon,,"Harmon, E. vs. IM Darga, P. IM Uljanov, R. vs. Harmon, E. Harmon, E. vs. IM Malovicz, S. IM Bergland, A. vs. Harmon, E. Harmon, E. vs. GM Borgov, V. Results:"
CHARACTER:beth-c2dae4,Beth,Beth,Beth,27,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Adjournment,Adjournment,,"After training with Benny in New York, Beth heads to Paris for her rematch with Borgov. || After another memory of Alice Harmon giving Beth Harmon advice, Beth and Benny play chess in their heads and practice Russian together while driving to Benny's home in New York. || On arrival, Beth incorrectly guesses where his apartment is located, until she finds herself underground in what amounts to a large concrete box containing a single bedroom and half bathroom, the shower and kitchen out in the open and limited furniture."
CHARACTER:beth-c2dae4,Beth,Beth,Beth,6,PERSON,CHARACTER,IN_UNIVERSE,https://the-queens-gambit.fandom.com/wiki/Alice_Harmon,Alice Harmon,,"She lived with her daughter in a trailer in Wakefield, Kentucky, until her vehicular suicide on July 24, 1957, leaving Beth orphaned. || She took Beth in a car to visit the home of her ex-husband, Paul. || Alice desperately begged Paul to care for Beth, as she was unable to adequately provide for Beth with the lifestyle she was living."
